tag,pattern,response,pattern_length,response_length
hypertension_types,What kinds of hypertension exist?,"Hypertension may be classified as primary hypertension, which has no identifiable cause, and secondary hypertension, which is caused by an underlying condition such as kidney disease or hormonal disorders.",5,29
hypertension_types,List hypertension types,"Hypertension may be classified as primary hypertension, which has no identifiable cause, and secondary hypertension, which is caused by an underlying condition such as kidney disease or hormonal disorders.",3,29
hypertension_types,Tell me about primary vs secondary hypertension,"Hypertension may be classified as primary hypertension, which has no identifiable cause, and secondary hypertension, which is caused by an underlying condition such as kidney disease or hormonal disorders.",7,29
hypertension_symptoms,"Severe headache - Intense and persistent headaches, especially at the back of the head or in the morning upon waking.","Hypertension is often asymptomatic, but severe cases or hypertensive crises may present symptoms such as severe headache, chest pain, difficulty breathing, visual changes, and nosebleeds.",20,25
hypertension_symptoms,"Chest pain - Tightness, discomfort, or pressure in the chest area, which may radiate to the neck, jaw, back, or arms.","Hypertension is often asymptomatic, but severe cases or hypertensive crises may present symptoms such as severe headache, chest pain, difficulty breathing, visual changes, and nosebleeds.",21,25
hypertension_symptoms,"Difficulty breathing - Shortness of breath, especially during physical exertion or when lying flat, which may indicate heart or lung complications.","Hypertension is often asymptomatic, but severe cases or hypertensive crises may present symptoms such as severe headache, chest pain, difficulty breathing, visual changes, and nosebleeds.",21,25
hypertension_symptoms,My chest feels tight and I have a headache,"Hypertension is often asymptomatic, but severe cases or hypertensive crises may present symptoms such as severe headache, chest pain, difficulty breathing, visual changes, and nosebleeds.",9,25
hypertension_symptoms,What are signs of high blood pressure?,"Hypertension is often asymptomatic, but severe cases or hypertensive crises may present symptoms such as severe headache, chest pain, difficulty breathing, visual changes, and nosebleeds.",7,25
hypertension_symptoms,I feel short of breath and dizzy,"Hypertension is often asymptomatic, but severe cases or hypertensive crises may present symptoms such as severe headache, chest pain, difficulty breathing, visual changes, and nosebleeds.",7,25
hypertension_prevention,How can I prevent hypertension?,"Preventing hypertension involves adopting a healthy lifestyle and making smart choices. Here are some key prevention methods:
1. Maintain a healthy weight and follow a balanced diet low in sodium, saturated fats, and cholesterol.
2. Limit alcohol consumption and avoid excessive drinking.
3. Exercise regularly and stay physically active.
4. Manage stress through relaxation techniques and coping mechanisms.
5. Monitor your blood pressure regularly and follow medical advice for its management if needed.",5,73
hypertension_prevention,What are the ways to reduce the risk of high blood pressure?,"Preventing hypertension involves adopting a healthy lifestyle and making smart choices. Here are some key prevention methods:
1. Maintain a healthy weight and follow a balanced diet low in sodium, saturated fats, and cholesterol.
2. Limit alcohol consumption and avoid excessive drinking.
3. Exercise regularly and stay physically active.
4. Manage stress through relaxation techniques and coping mechanisms.
5. Monitor your blood pressure regularly and follow medical advice for its management if needed.",12,73
hypertension_prevention,Are there any lifestyle changes to lower hypertension risk?,"Preventing hypertension involves adopting a healthy lifestyle and making smart choices. Here are some key prevention methods:
1. Maintain a healthy weight and follow a balanced diet low in sodium, saturated fats, and cholesterol.
2. Limit alcohol consumption and avoid excessive drinking.
3. Exercise regularly and stay physically active.
4. Manage stress through relaxation techniques and coping mechanisms.
5. Monitor your blood pressure regularly and follow medical advice for its management if needed.",9,73
hypertension_prevention,How can I lower my chances of getting hypertension?,"Preventing hypertension involves adopting a healthy lifestyle and making smart choices. Here are some key prevention methods:
1. Maintain a healthy weight and follow a balanced diet low in sodium, saturated fats, and cholesterol.
2. Limit alcohol consumption and avoid excessive drinking.
3. Exercise regularly and stay physically active.
4. Manage stress through relaxation techniques and coping mechanisms.
5. Monitor your blood pressure regularly and follow medical advice for its management if needed.",9,73
hypertension_prevention,What are the preventive measures against hypertension?,"Preventing hypertension involves adopting a healthy lifestyle and making smart choices. Here are some key prevention methods:
1. Maintain a healthy weight and follow a balanced diet low in sodium, saturated fats, and cholesterol.
2. Limit alcohol consumption and avoid excessive drinking.
3. Exercise regularly and stay physically active.
4. Manage stress through relaxation techniques and coping mechanisms.
5. Monitor your blood pressure regularly and follow medical advice for its management if needed.",7,73
hypertension_prevention,How do I avoid high blood pressure?,"Preventing hypertension involves adopting a healthy lifestyle and making smart choices. Here are some key prevention methods:
1. Maintain a healthy weight and follow a balanced diet low in sodium, saturated fats, and cholesterol.
2. Limit alcohol consumption and avoid excessive drinking.
3. Exercise regularly and stay physically active.
4. Manage stress through relaxation techniques and coping mechanisms.
5. Monitor your blood pressure regularly and follow medical advice for its management if needed.",7,73
hypertension_prevention,Tips to reduce hypertension risk,"Preventing hypertension involves adopting a healthy lifestyle and making smart choices. Here are some key prevention methods:
1. Maintain a healthy weight and follow a balanced diet low in sodium, saturated fats, and cholesterol.
2. Limit alcohol consumption and avoid excessive drinking.
3. Exercise regularly and stay physically active.
4. Manage stress through relaxation techniques and coping mechanisms.
5. Monitor your blood pressure regularly and follow medical advice for its management if needed.",5,73
hypertension_prevention,Can hypertension be prevented?,"Preventing hypertension involves adopting a healthy lifestyle and making smart choices. Here are some key prevention methods:
1. Maintain a healthy weight and follow a balanced diet low in sodium, saturated fats, and cholesterol.
2. Limit alcohol consumption and avoid excessive drinking.
3. Exercise regularly and stay physically active.
4. Manage stress through relaxation techniques and coping mechanisms.
5. Monitor your blood pressure regularly and follow medical advice for its management if needed.",4,73
stroke_general,What is a stroke?,"A stroke occurs when the blood supply to part of the brain is interrupted or reduced, depriving brain tissue of oxygen and nutrients. This can result in brain damage and potentially permanent disability or death.",4,35
stroke_general,Tell me about strokes,"A stroke occurs when the blood supply to part of the brain is interrupted or reduced, depriving brain tissue of oxygen and nutrients. This can result in brain damage and potentially permanent disability or death.",4,35
stroke_general,Explain stroke types,"A stroke occurs when the blood supply to part of the brain is interrupted or reduced, depriving brain tissue of oxygen and nutrients. This can result in brain damage and potentially permanent disability or death.",3,35
stroke_general,How does a stroke develop?,"A stroke occurs when the blood supply to part of the brain is interrupted or reduced, depriving brain tissue of oxygen and nutrients. This can result in brain damage and potentially permanent disability or death.",5,35
stroke_general,Can you explain a stroke?,"A stroke occurs when the blood supply to part of the brain is interrupted or reduced, depriving brain tissue of oxygen and nutrients. This can result in brain damage and potentially permanent disability or death.",5,35
stroke_general,What causes a stroke?,"A stroke occurs when the blood supply to part of the brain is interrupted or reduced, depriving brain tissue of oxygen and nutrients. This can result in brain damage and potentially permanent disability or death.",4,35
stroke_general,I want to know about strokes,"A stroke occurs when the blood supply to part of the brain is interrupted or reduced, depriving brain tissue of oxygen and nutrients. This can result in brain damage and potentially permanent disability or death.",6,35
stroke_types,Tell me about ischemic stroke,"Strokes may be classified as ischemic stroke, caused by a blockage in a blood vessel supplying the brain, or hemorrhagic stroke, caused by bleeding in the brain. Each type has specific characteristics and treatment approaches.",5,35
stroke_types,What are the types of strokes?,"Strokes may be classified as ischemic stroke, caused by a blockage in a blood vessel supplying the brain, or hemorrhagic stroke, caused by bleeding in the brain. Each type has specific characteristics and treatment approaches.",6,35
stroke_types,Explain hemorrhagic stroke,"Strokes may be classified as ischemic stroke, caused by a blockage in a blood vessel supplying the brain, or hemorrhagic stroke, caused by bleeding in the brain. Each type has specific characteristics and treatment approaches.",3,35
stroke_types,What are the subtypes of stroke?,"Strokes may be classified as ischemic stroke, caused by a blockage in a blood vessel supplying the brain, or hemorrhagic stroke, caused by bleeding in the brain. Each type has specific characteristics and treatment approaches.",6,35
stroke_types,Different types of brain strokes?,"Strokes may be classified as ischemic stroke, caused by a blockage in a blood vessel supplying the brain, or hemorrhagic stroke, caused by bleeding in the brain. Each type has specific characteristics and treatment approaches.",5,35
stroke_types,What kinds of strokes are there?,"Strokes may be classified as ischemic stroke, caused by a blockage in a blood vessel supplying the brain, or hemorrhagic stroke, caused by bleeding in the brain. Each type has specific characteristics and treatment approaches.",6,35
stroke_types,List stroke types,"Strokes may be classified as ischemic stroke, caused by a blockage in a blood vessel supplying the brain, or hemorrhagic stroke, caused by bleeding in the brain. Each type has specific characteristics and treatment approaches.",3,35
stroke_types,Tell me about ischemic vs hemorrhagic stroke,"Strokes may be classified as ischemic stroke, caused by a blockage in a blood vessel supplying the brain, or hemorrhagic stroke, caused by bleeding in the brain. Each type has specific characteristics and treatment approaches.",7,35
stroke_symptoms,"Sudden numbness or weakness of the face, arm, or leg, especially on one side of the body - This unilateral weakness or paralysis is a hallmark symptom of stroke.","Symptoms of a stroke may include sudden numbness or weakness of the face, arm, or leg, especially on one side of the body, confusion, trouble speaking or understanding speech, difficulty walking, dizziness, and severe headache.",29,35
stroke_symptoms,Difficulty understanding speech or speaking - Stroke can cause slurred speech or difficulty in finding the right words.,"Symptoms of a stroke may include sudden numbness or weakness of the face, arm, or leg, especially on one side of the body, confusion, trouble speaking or understanding speech, difficulty walking, dizziness, and severe headache.",18,35
stroke_symptoms,"Loss of balance or coordination - Stroke may lead to sudden dizziness, loss of balance, or difficulty walking.","Symptoms of a stroke may include sudden numbness or weakness of the face, arm, or leg, especially on one side of the body, confusion, trouble speaking or understanding speech, difficulty walking, dizziness, and severe headache.",18,35
stroke_symptoms,My face feels numb on one side,"Symptoms of a stroke may include sudden numbness or weakness of the face, arm, or leg, especially on one side of the body, confusion, trouble speaking or understanding speech, difficulty walking, dizziness, and severe headache.",7,35
stroke_symptoms,What are warning signs of a stroke?,"Symptoms of a stroke may include sudden numbness or weakness of the face, arm, or leg, especially on one side of the body, confusion, trouble speaking or understanding speech, difficulty walking, dizziness, and severe headache.",7,35
stroke_symptoms,I'm slurring my words suddenly,"Symptoms of a stroke may include sudden numbness or weakness of the face, arm, or leg, especially on one side of the body, confusion, trouble speaking or understanding speech, difficulty walking, dizziness, and severe headache.",5,35
stroke_prevention,How can I prevent strokes?,"Preventing strokes involves making healthy lifestyle choices and managing underlying health conditions. Here are some key prevention methods:
1. Control high blood pressure, cholesterol levels, and diabetes through medication and lifestyle changes.
2. Maintain a healthy weight and follow a balanced diet low in saturated fats, trans fats, and cholesterol.
3. Exercise regularly and stay physically active.
4. Avoid smoking and limit alcohol consumption.
5. Monitor your health regularly and seek medical attention for any warning signs or risk factors associated with strokes.",5,83
stroke_prevention,What are the ways to reduce the risk of stroke?,"Preventing strokes involves making healthy lifestyle choices and managing underlying health conditions. Here are some key prevention methods:
1. Control high blood pressure, cholesterol levels, and diabetes through medication and lifestyle changes.
2. Maintain a healthy weight and follow a balanced diet low in saturated fats, trans fats, and cholesterol.
3. Exercise regularly and stay physically active.
4. Avoid smoking and limit alcohol consumption.
5. Monitor your health regularly and seek medical attention for any warning signs or risk factors associated with strokes.",10,83
stroke_prevention,Are there any lifestyle changes to lower stroke risk?,"Preventing strokes involves making healthy lifestyle choices and managing underlying health conditions. Here are some key prevention methods:
1. Control high blood pressure, cholesterol levels, and diabetes through medication and lifestyle changes.
2. Maintain a healthy weight and follow a balanced diet low in saturated fats, trans fats, and cholesterol.
3. Exercise regularly and stay physically active.
4. Avoid smoking and limit alcohol consumption.
5. Monitor your health regularly and seek medical attention for any warning signs or risk factors associated with strokes.",9,83
stroke_prevention,How can I lower my chances of getting a stroke?,"Preventing strokes involves making healthy lifestyle choices and managing underlying health conditions. Here are some key prevention methods:
1. Control high blood pressure, cholesterol levels, and diabetes through medication and lifestyle changes.
2. Maintain a healthy weight and follow a balanced diet low in saturated fats, trans fats, and cholesterol.
3. Exercise regularly and stay physically active.
4. Avoid smoking and limit alcohol consumption.
5. Monitor your health regularly and seek medical attention for any warning signs or risk factors associated with strokes.",10,83
stroke_prevention,What are the preventive measures against strokes?,"Preventing strokes involves making healthy lifestyle choices and managing underlying health conditions. Here are some key prevention methods:
1. Control high blood pressure, cholesterol levels, and diabetes through medication and lifestyle changes.
2. Maintain a healthy weight and follow a balanced diet low in saturated fats, trans fats, and cholesterol.
3. Exercise regularly and stay physically active.
4. Avoid smoking and limit alcohol consumption.
5. Monitor your health regularly and seek medical attention for any warning signs or risk factors associated with strokes.",7,83
stroke_prevention,How do I avoid a stroke?,"Preventing strokes involves making healthy lifestyle choices and managing underlying health conditions. Here are some key prevention methods:
1. Control high blood pressure, cholesterol levels, and diabetes through medication and lifestyle changes.
2. Maintain a healthy weight and follow a balanced diet low in saturated fats, trans fats, and cholesterol.
3. Exercise regularly and stay physically active.
4. Avoid smoking and limit alcohol consumption.
5. Monitor your health regularly and seek medical attention for any warning signs or risk factors associated with strokes.",6,83
stroke_prevention,Tips to reduce stroke risk,"Preventing strokes involves making healthy lifestyle choices and managing underlying health conditions. Here are some key prevention methods:
1. Control high blood pressure, cholesterol levels, and diabetes through medication and lifestyle changes.
2. Maintain a healthy weight and follow a balanced diet low in saturated fats, trans fats, and cholesterol.
3. Exercise regularly and stay physically active.
4. Avoid smoking and limit alcohol consumption.
5. Monitor your health regularly and seek medical attention for any warning signs or risk factors associated with strokes.",5,83
stroke_prevention,Can strokes be prevented?,"Preventing strokes involves making healthy lifestyle choices and managing underlying health conditions. Here are some key prevention methods:
1. Control high blood pressure, cholesterol levels, and diabetes through medication and lifestyle changes.
2. Maintain a healthy weight and follow a balanced diet low in saturated fats, trans fats, and cholesterol.
3. Exercise regularly and stay physically active.
4. Avoid smoking and limit alcohol consumption.
5. Monitor your health regularly and seek medical attention for any warning signs or risk factors associated with strokes.",4,83
send_off,Thank you,You're welcome! Take care of your health. Goodbye!,2,8
send_off,Goodbye,You're welcome! Take care of your health. Goodbye!,1,8
send_off,See you later,You're welcome! Take care of your health. Goodbye!,3,8
send_off,Farewell,You're welcome! Take care of your health. Goodbye!,1,8
send_off,Thanks a lot,You're welcome! Take care of your health. Goodbye!,3,8
send_off,Bye,You're welcome! Take care of your health. Goodbye!,1,8
send_off,Thank you so much,You're welcome! Take care of your health. Goodbye!,4,8
send_off,"That's all, thanks",You're welcome! Take care of your health. Goodbye!,3,8
